Title,Director,Stars,IMDb-Rating,Genres,Duration,Censor-board-rating,ReleaseYear
Vozvrashchenie,AndreyZvyagintsev,"VladimirGarin, IvanDobronravov, KonstantinLavronenko, NataliyaVdovina",7.9,Drama,110min,NA,2003
Ace in the Hole,BillyWilder,"KirkDouglas, JanSterling, RobertArthur, PorterHall",8.1,"Drama,Film-Noir",111min,NA,1951
Kagemusha,AkiraKurosawa,"TatsuyaNakadai, TsutomuYamazaki, ""KenichiHagiwara,"", JinpachiNezu",7.9,"Drama,History,War",180min,U,1980
The Shop Around the Corner,ErnstLubitsch,"MargaretSullavan, JamesStewart, FrankMorgan, JosephSchildkraut",8.1,"Comedy,Drama,Romance",99min,NA,1940
Babam ve Oglum,CaganIrmak,"ÇetinTekindor, FikretKuskan, Hümeyra, EgeTanman",8.2,"Drama,Family",112min,NA,2005
Vivre sa vie: Film en douze tableaux,Jean-LucGodard,"AnnaKarina, SadyRebbot, AndréS.Labarthe, GuylaineSchlumberger",7.9,Drama,80min,NA,1962
Jungfrukällan,IngmarBergman,"MaxvonSydow, BirgittaValberg, GunnelLindblom, BirgittaPettersson",8.1,Drama,89min,A,1960
Inherit the Wind,StanleyKramer,"SpencerTracy, FredricMarch, GeneKelly, DickYork",8.1,"Biography,Drama,History",128min,,1960
Les triplettes de Belleville,SylvainChomet,"MichèleCaucheteux, Jean-ClaudeDonda, MichelRobin, MonicaViegas",7.7,"Animation,Comedy,Drama",80min,PG-13,2003
Jules et Jim,FrançoisTruffaut,"JeanneMoreau, OskarWerner, HenriSerre, VannaUrbino",7.7,"Drama,Romance",105min,,1962
Ivanovo detstvo,"AndreiTarkovsky,",", NikolayBurlyaev, ValentinZubkov, EvgeniyZharikov, StepanKrylov",8,"Drama,War",95min,A,1962
Padman,R.Balki,"AkshayKumar, RadhikaApte, SonamKapoor, JyotiSubhash",7.9,"Biography,Comedy,Drama",140min,UA,2018
Uri: The Surgical Strike,AdityaDhar,"VickyKaushal, PareshRawal, MohitRaina, YamiGautam",8.2,"Action,Drama,History",138min,UA,2019
Chhichhore,NiteshTiwari,"SushantSinghRajput, ShraddhaKapoor, VarunSharma, PrateikBabbar",8.2,"Comedy,Drama,Romance",143min,UA,2019
Dil Chahta Hai,FarhanAkhtar,"AamirKhan, SaifAliKhan, AkshayeKhanna, PreityZinta",8.1,"Comedy,Drama,Romance",183min,Unrated,2001
Okuribito,YôjirôTakita,"MasahiroMotoki, RyôkoHirosue, TsutomuYamazaki, KazukoYoshiyuki",8,"Drama,Music",130min,PG-13,2008
G.O.R.A.,ÖmerFarukSorak,"CemYilmaz, ÖzgeÖzberk, OzanGüven, SafakSezer",8,"Adventure,Comedy,Sci-Fi",127min,18,2004
Adams æbler,AndersThomasJensen,"UlrichThomsen, MadsMikkelsen, NicolasBro, PaprikaSteen",7.7,"Comedy,Crime,Drama",94min,R,2005
Jab We Met,ImtiazAli,"ShahidKapoor, KareenaKapoor, TarunArora, DaraSinghRandhawa",7.9,"Comedy,Drama,Romance",138min,U,2007
Celda 211,DanielMonzón,"LuisTosar, AlbertoAmmann, AntonioResines, ManuelMorón",7.6,"Action,Crime,Drama",113min,A,2009
Lavventura,MichelangeloAntonioni,"GabrieleFerzetti, MonicaVitti, LeaMassari, DominiqueBlanchar",7.8,"Drama,Mystery,Romance",144min,U,1960
Au revoir les enfants,LouisMalle,"GaspardManesse, RaphaelFejtö, FrancineRacette, StanislasCarrédeMalberg",8,"Drama,War",104min,U,1987
Le passé,AsgharFarhadi,"BéréniceBejo, TaharRahim, AliMosaffa, PaulineBurlet",7.7,"Drama,Mystery",130min,PG-13,2013
Knockin on Heavens Door,ThomasJahn,"TilSchweiger, JanJosefLiefers, ThierryvanWerveke, MoritzBleibtreu",7.9,"Action,Crime,Comedy",87min,,1997
Badhaai ho,AmitRavindernathSharma,"AyushmannKhurrana, NeenaGupta, GajrajRao, SanyaMalhotra",8,"Comedy,Drama",124min,UA,2018
Masaan,NeerajGhaywan,"RichaChadha, SanjayMishra, VickyKaushal, PankajTripathi",8.1,Drama,109min,A,2015
Tôkyô goddofâzâzu,SatoshiKon,"TôruEmori, YoshiakiUmegaki, AyaOkamoto, ShôzôÎzuka",7.8,"Animation,Adventure,Comedy",90min,UA,2003
Sennen joyû,SatoshiKon,"MiyokoShôji, ShôzôÎzuka, MamiKoyama, FumikoOrikasa",7.8,"Animation,Drama,Fantasy",87min,PG,2001
Kind Hearts and Coronets,RobertHamer,"DennisPrice, AlecGuinness, ValerieHobson, JoanGreenwood",8,"Comedy,Crime",106min,U,1949
Sherlock Jr.,BusterKeaton,"BusterKeaton, KathrynMcGuire, JoeKeaton, ErwinConnelly",8.2,"Action,Comedy,Romance",45min,,1924
Da hong deng long gao gao gua,YimouZhang,"GongLi, JingwuMa, SaifeiHe, CuifenCao",8.1,"Drama,History,Romance",125min,,1991
In America,JimSheridan,"PaddyConsidine, SamanthaMorton, DjimonHounsou, SarahBolger",7.7,Drama,105min,PG-13,2002
Bin-jip,KimKi-duk,"Seung-YunLee, HeeJae, Hyuk-hoKwon, Jin-moJoo",7.9,"Crime,Drama,Romance",88min,U,2004
Höstsonaten,IngmarBergman,"IngridBergman, LivUllmann, LenaNyman, HalvarBjörk",8.1,"Drama,Music",99min,U,1978
Dilwale Dulhania Le Jayenge,AdityaChopra,"ShahRukhKhan, Kajol, AmrishPuri, FaridaJalal",8,"Drama,Romance",189min,U,1995
Crimes and Misdemeanors,WoodyAllen,"MartinLandau, WoodyAllen, BillBernstein, ClaireBloom",7.8,"Comedy,Drama",104min,NA,1989
Love and Death,WoodyAllen,"WoodyAllen, DianeKeaton, GeorgesAdet, FrankAdu",7.7,"Comedy,War",85min,NA,1975
Le notti di Cabiria,FedericoFellini,"GiuliettaMasina, FrançoisPérier, FrancaMarzi, DorianGray",8.1,Drama,110min,NA,1957
La belle et la bête,"JeanCocteau,",", JeanMarais, JosetteDay, MilaParély, NaneGermon",7.9,"Drama,Fantasy,Romance",96min,NA,1946
Du rififi chez les hommes,JulesDassin,"JeanServais, CarlMöhner, RobertManuel, JanineDarcey",8.1,"Crime,Drama,Thriller",118min,NA,1955
El ángel exterminador,LuisBuñuel,"SilviaPinal, JacquelineAndere, EnriqueRambal, JoséBaviera",8,"Drama,Fantasy",95min,NA,1962
Yume,"AkiraKurosawa,",", AkiraTerao, MitsukoBaishô, ToshieNegishi, MiekoHarada",7.7,"Drama,Fantasy",119min,NA,1990
Kal Ho Naa Ho,NikkhilAdvani,"PreityZinta, ShahRukhKhan, SaifAliKhan, JayaBachchan",7.9,"Comedy,Drama,Musical",186min,U,2003
Bir Zamanlar Anadoluda,NuriBilgeCeylan,"MuhammetUzuner, YilmazErdogan, TanerBirsel, AhmetMümtazTaylan",7.8,"Crime,Drama",157min,NA,2011
Duck Soup,LeoMcCarey,"GrouchoMarx, HarpoMarx, ChicoMarx, ZeppoMarx",7.8,"Comedy,Musical",69min,NA,1933
Tropa de Elite 2: O Inimigo Agora é Outro,JoséPadilha,"WagnerMoura, IrandhirSantos, AndréRamiro, MilhemCortaz",8,"Action,Crime,Drama",115min,NA,2010
Barfi!,AnuragBasu,"RanbirKapoor, PriyankaChopraJonas, ""IleanaDCruz,"", SaurabhShukla",8.1,"Comedy,Drama,Romance",151min,U,2012
C.R.A.Z.Y.,Jean-MarcVallée,"MichelCôté, Marc-AndréGrondin, DanielleProulx, ÉmileVallée",7.9,"Comedy,Drama",129min,NotRated,2005
Rang De Basanti,RakeyshOmprakashMehra,"AamirKhan, SohaAliKhan, Siddharth, SharmanJoshi",8.1,"Comedy,Crime,Drama",167min,UA,2006
Talvar,MeghnaGulzar,"IrrfanKhan, KonkonaSenSharma, NeerajKabi, SohumShah",8.1,"Crime,Drama,Mystery",132min,UA,2015
Dom za vesanje,EmirKusturica,"DavorDujmovic, BoraTodorovic, LjubicaAdzovic, HusnijaHasimovic",8.1,"Comedy,Crime,Drama",142min,,1988
A Wednesday,NeerajPandey,"AnupamKher, NaseeruddinShah, VirendraSaxena, MaheshKanual",8,"Action,Crime,Drama",104min,UA,2008
Vera Drake,MikeLeigh,"ImeldaStaunton, JimBroadbent, HeatherCraney, RichardGraham",7.6,"Crime,Drama",125min,R,2004
Udta Punjab,AbhishekChaubey,"ShahidKapoor, AliaBhatt, KareenaKapoor, DiljitDosanjh",7.7,"Action,Crime,Drama",148min,A,2016
The Magdalene Sisters,PeterMullan,"EileenWalsh, DorothyDuffy, Nora-JaneNoone, Anne-MarieDuff",7.7,Drama,114min,R,2002
Nueve reinas,FabiánBielinsky,"RicardoDarín, GastónPauls, GracielaTenenbaum, MaríaMercedesVillagra",7.9,"Crime,Drama,Thriller",114min,R,2000
Special Chabbis,NeerajPandey,"AkshayKumar, AnupamKher, ManojBajpayee, JimmyShergill",8,"Crime,Drama,Thriller",144min,UA,2013
Pink,AniruddhaRoyChowdhury,"TaapseePannu, AmitabhBachchan, KirtiKulhari, AndreaTariang",8.1,"Crime,Drama,Thriller",136min,UA,2016
Sanjuro,AkiraKurosawa,"ToshirôMifune, TatsuyaNakadai, KeijuKobayashi, YûnosukeItô",8,"Action,Drama,Thriller",96min,U,1962
Le dîner de cons,FrancisVeber,"ThierryLhermitte, JacquesVilleret, FrancisHuster, DanielPrévost",7.6,Comedy,80min,PG-13,1998
La Grande Illusion,JeanRenoir,"JeanGabin, DitaParlo, PierreFresnay, ErichvonStroheim",8.1,"Drama,War",113min,,1937
No Mans Land,DanisTanovic,"BrankoDjuric, ReneBitorajac, FilipSovagovic, GeorgesSiatidis",7.9,"Comedy,Drama,War",98min,R,2001
Hana-bi,TakeshiKitano,"TakeshiKitano, KayokoKishimoto, RenÔsugi, SusumuTerajima",7.7,"Crime,Drama,Romance",103min,,1997
Haider,VishalBhardwaj,"ShahidKapoor, Tabu, ShraddhaKapoor, KayKayMenon",8.1,"Action,Crime,Drama",160min,UA,2014
Mandariinid,ZazaUrushadze,"LembitUlfsak, ElmoNüganen, GiorgiNakashidze, MishaMeskhi",8.1,"Drama,War",87min,,2013
Jean de Florette,ClaudeBerri,"YvesMontand, GérardDepardieu, DanielAuteuil, ElisabethDepardieu",8.1,"Comedy,Drama,Western",120min,U,1986
Roma città aperta,RobertoRossellini,"AnnaMagnani, AldoFabrizi, MarcelloPagliero, VitoAnnichiarico",8,"Drama,Thriller,War",103min,,1945
Zelig,WoodyAllen,"WoodyAllen, MiaFarrow, PatrickHorgan, JohnBuckwalter",7.7,Comedy,79min,,1983
La règle du jeu,JeanRenoir,"MarcelDalio, NoraGregor, PauletteDubost, MilaParély",7.9,"Comedy,Drama",110min,,1939
Drishyam 2,JeethuJoseph,"Mohanlal, Meena, Ansiba, EstherAnil",8.4,"Crime,Drama,Thriller",152min,13,2021
Sullivans Travels,PrestonSturges,"JoelMcCrea, VeronicaLake, RobertWarwick, WilliamDemarest",7.9,"Adventure,Comedy,Drama",90min,,1941
Taegukgi hwinalrimyeo,Je-kyuKang,"JangDong-Gun, WonBin, Eun-juLee, Hyeong-jinKong",8,"Action,Drama,War",140min,R,2004
Sholay,RameshSippy,"SanjeevKumar, Dharmendra, AmitabhBachchan, AmjadKhan",8.1,"Action,Adventure,Comedy",204min,U,1975
Central do Brasil,WalterSalles,"FernandaMontenegro, ViníciusdeOliveira, MaríliaPêra, SoiaLira",8,Drama,110min,R,1998
Drishyam,JeethuJoseph,"Mohanlal, Meena, AshaSharath, Ansiba",8.3,"Crime,Drama,Thriller",160min,U,2013
The Muppet Christmas Carol,BrianHenson,"MichaelCaine, DaveGoelz, SteveWhitmire, JerryNelson",7.7,"Comedy,Drama,Family",85min,,1992
A Night at the Opera,"SamWood,",", GrouchoMarx, ChicoMarx, HarpoMarx, KittyCarlisle",7.8,"Comedy,Music,Musical",96min,,1935
Joyeux Noël,ChristianCarion,"DianeKruger, BennoFürmann, GuillaumeCanet, NatalieDessay",7.7,"Drama,History,Music",116min,PG-13,2005
Airlift,RajaMenon,"AkshayKumar, NimratKaur, KumudMishra, PrakashBelawadi",7.9,"Action,Drama,History",130min,UA,2016
Hera Pheri,Priyadarshan,"AkshayKumar, SunielShetty, PareshRawal, Tabu",8.1,"Action,Comedy,Crime",156min,U,2000
Andaz Apna Apna,RajkumarSantoshi,"AamirKhan, SalmanKhan, RaveenaTandon, KarismaKapoor",8,"Action,Comedy,Romance",160min,U,1994
The Circus,CharlesChaplin,"CharlesChaplin, MernaKennedy, AlErnestGarcia, HarryCrocker",8.1,"Comedy,Family,Romance",72min,,1928
"Swades: We, the People",AshutoshGowariker,"ShahRukhKhan, GayatriJoshi, KishoriBallal, SmithSeth",8.1,"Drama,Musical",210min,U,2004
Auf der anderen Seite,FatihAkin,"BakiDavrak, GürsoyGemec, CengizDaner, TuncelKurtiz",7.7,Drama,122min,,2007
M.S. Dhoni: The Untold Story,NeerajPandey,"SushantSinghRajput, KiaraAdvani, AnupamKher, DishaPatani",7.9,"Biography,Drama,Sport",184min,U,2016
Munna Bhai M.B.B.S.,RajkumarHirani,"SanjayDutt, ArshadWarsi, GracySingh, BomanIrani",8.1,"Comedy,Drama",156min,U,2003
Dev.D,AnuragKashyap,"AbhayDeol, MahieGill, KalkiKoechlin, DibyenduBhattacharya",7.9,"Comedy,Drama,Romance",144min,A,2009
Bhaag Milkha Bhaag,RakeyshOmprakashMehra,"FarhanAkhtar, JaptejSingh, DivyaDutta, PawanMalhotra",8.2,"Biography,Drama,Sport",186min,U,2013
Eskiya,YavuzTurgul,"SenerSen, UgurYücel, SerminHürmeriç, YesimSalkim",8.1,"Crime,Drama,Thriller",128min,,1996
Queen,VikasBahl,"KanganaRanaut, RajkummarRao, LisaHaydon, JeffreyHo",8.1,"Adventure,Comedy,Drama",146min,UA,2013
Black,SanjayLeelaBhansali,"AmitabhBachchan, RaniMukerji, ShernazPatel, AyeshaKapoor",8.1,Drama,122min,U,2005
Veer-Zaara,YashChopra,"ShahRukhKhan, PreityZinta, RaniMukerji, KirronKher",7.8,"Drama,Family,Musical",192min,U,2004
Hindi Medium,SaketChaudhary,"IrrfanKhan, SabaQamar, DishitaSehgal, DeepakDobriyal",7.8,"Comedy,Drama",132min,U,2017
Vicky Donor,ShoojitSircar,"AyushmannKhurrana, YamiGautam, AnnuKapoor, DollyAhluwalia",7.8,"Comedy,Romance",126min,UA,2012
OMG: Oh My God!,UmeshShukla,"PareshRawal, AkshayKumar, MithunChakraborty, MaheshManjrekar",8.1,"Comedy,Drama,Fantasy",125min,U,2012
Nefes: Vatan Sagolsun,"LeventSemerci,",", MeteHorozoglu, IlkerKizmaz, BarisBagci, ÖzgürErenKoç",7.9,"Action,Drama,Thriller",128min,,2009
Kahaani,SujoyGhosh,"VidyaBalan, ParambrataChattopadhyay, IndraneilSengupta, NawazuddinSiddiqui",8.1,"Mystery,Thriller",122min,UA,2012
Baby,NeerajPandey,"AkshayKumar, DannyDenzongpa, RanaDaggubati, TaapseePannu",7.9,"Action,Crime,Thriller",159min,UA,2015
Her Sey Çok Güzel Olacak,ÖmerVargi,"CemYilmaz, MazharAlanson, CeydaDüvenci, SelimNasit",8.1,"Comedy,Drama,Thriller",107min,,1998
Chak De! India,ShimitAmin,"ShahRukhKhan, VidyaMalvade, SagarikaGhatge, ShilpaShukla",8.1,"Drama,Family,Sport",153min,U,2007
Paan Singh Tomar,TigmanshuDhulia,"IrrfanKhan, MahieGill, RajeshAbhay, HemendraDandotiya",8.2,"Action,Biography,Crime",135min,UA,2012
Lage Raho Munna Bhai,RajkumarHirani,"SanjayDutt, ArshadWarsi, VidyaBalan, BomanIrani",8,"Comedy,Drama,Romance",144min,U,2006
Vizontele,"YilmazErdogan,",", YilmazErdogan, DemetAkbag, AltanErkekli, CemYilmaz",8,"Comedy,Drama",110min,,2001
Sarfarosh,JohnMathewMatthan,"AamirKhan, NaseeruddinShah, SonaliBendre, MukeshRishi",8.1,"Action,Drama,Thriller",174min,A,1999
Udaan,VikramadityaMotwane,"RajatBarmecha, RonitRoy, ManjotSingh, RamKapoor",8.1,Drama,134min,UA,2010
English Vinglish,GauriShinde,"Sridevi, AdilHussain, MehdiNebbou, PriyaAnand",7.8,"Comedy,Drama,Family",134min,U,2012
Anand,HrishikeshMukherjee,"RajeshKhanna, AmitabhBachchan, SumitaSanyal, RameshDeo",8.1,"Drama,Musical",122min,U,1971
